Original Rank,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Original Global_Sales,Global_Sales,Record Type,Year Source
4734,4841,The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.05,0.26,0,0.09,0.41,0.4,Original Data,Original Data
4847,4842,The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,0.4,Original Data,Original Data
4913,4843,Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,0.22,0.15,0,0.03,0.39,0.4,Original Data,Original Data
4819,4844,TMNT,Wii,2007,Action,Ubisoft,0.34,0.03,0,0.03,0.4,0.4,Original Data,Original Data
4854,4845,Wii Sports Club,WiiU,2014,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4,0.4,Original Data,Original Data
4809,4846,WWE SmackDown! vs. RAW 2006,PSP,2005,Fighting,THQ,0.36,0.01,0,0.03,0.4,0.4,Original Data,Original Data
4856,4847,You Don't Know Jack,PS,1999,Misc,Vivendi Games,0.22,0.15,0,0.03,0.4,0.4,Original Data,Original Data
3047,3020,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67,0.67,Original Data,Original Data
4832,4849,18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0,0.05,0.4,0.4,Original Data,Original Data
4877,4850,Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0,0.04,0.4,0.4,Original Data,Original Data
4840,4851,Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.2,0.15,0,0.05,0.4,0.4,Original Data,Original Data
4798,4852,Defender,PS2,2002,Misc,Midway Games,0.2,0.15,0,0.05,0.4,0.4,Original Data,Original Data
4804,4853,Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.2,0.15,0,0.05,0.4,0.4,Original Data,Original Data
4837,4854,Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0,0.05,0.4,0.4,Original Data,Original Data
4885,4855,Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,0.4,Original Data,Original Data
4853,4856,Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.16,0,0.04,0.4,0.4,Original Data,Original Data
4917,4857,Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.05,0.39,0.4,Original Data,Original Data
4779,4858,Minority Report: Everybody Runs,PS2,2002,Action,Activision,0.2,0.15,0,0.05,0.41,0.4,Original Data,Original Data
4868,4859,NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0,0.06,0.4,0.4,Original Data,Original Data
4799,4860,NFL GameDay 2003,PS2,2002,Sports,Unknown,0.2,0.15,0,0.05,0.4,0.4,Original Data - Year Corrected,MobyGames
3077,3045,Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66,0.66,Original Data,Original Data
4920,4862,Red Faction: Armageddon,X360,2011,Shooter,THQ,0.18,0.17,0.01,0.04,0.39,0.4,Original Data,Original Data
4903,4863,Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39,0.4,Original Data,Original Data
3092,3070,Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0,0,0.66,0,0.66,0.66,Original Data,Original Data
4810,4865,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.2,0.15,0,0.05,0.4,0.4,Original Data,Original Data
4762,4866,TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.22,0.12,0,0.06,0.41,0.4,Original Data,Original Data
4855,4867,Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.23,0,0.05,0.4,0.4,Original Data,Original Data
3135,3119,Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0.6,0,0,0.05,0.64,0.65,Original Data,Original Data
4747,4869,No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41,0.4,Original Data,Original Data
4909,4870,NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39,0.39,Original Data,Original Data
4977,4871,Saints Row IV,PS4,2015,Action,Deep Silver,0.13,0.17,0.03,0.06,0.38,0.39,Original Data,Original Data
"7109, 8604",4872,.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0.16,0.03,"0.23, 0.16",0.39,New Merged Record,Original Data
15891,16461,Worldwide Soccer Manager 2006,PC,2004,Sports,Sega,0,0.01,0,0,0.02,0.01,Original Data,Original Data
4932,4874,All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39,0.39,Original Data,Original Data
3304,3311,Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0,0,0.61,0,0.61,0.61,Original Data,Original Data
4864,4876,Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.4,0.39,Original Data,Original Data
4833,4877,Atari Anthology,PS2,2004,Misc,Atari,0.33,0.01,0,0.05,0.4,0.39,Original Data,Original Data
4988,4878,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998,Racing,Human Entertainment,0,0,0.36,0.03,0.38,0.39,Original Data,Original Data
2408,2374,Enduro,2600,1982,Misc,Quelle,0.81,0.05,0,0.01,0.87,0.87,Original Data,Original Data
4992,4880,Cabela's Dangerous Hunts 2009,Wii,2008,Sports,Activision Value,0.36,0,0,0.03,0.38,0.39,Original Data,Original Data
4937,4881,Chibi-Robo! Plug into Adventure!,GC,2005,Adventure,Nintendo,0.23,0.06,0.09,0.01,0.39,0.39,Original Data,Original Data
14231,13981,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,Sports,D3Publisher,0,0.03,0,0,0.03,0.03,Original Data,Original Data
2662,2628,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0,0.01,0.77,0.78,Original Data,Original Data
4933,4884,Custom Robo V2,N64,2000,Fighting,Nintendo,0,0,0.34,0.05,0.39,0.39,Original Data,Original Data
4893,4885,Danball Senki,PSP,2011,Role-Playing,Level 5,0,0,0.39,0,0.39,0.39,Original Data,Original Data
3315,3381,SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61,0.6,Original Data,Original Data
4940,4887,Dancing with the Stars: We Dance!,Wii,2008,Misc,Activision,0.36,0,0,0.03,0.39,0.39,Original Data,Original Data
1554,1556,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0,0,1.27,1.27,Original Data,Original Data
4898,4889,Disney's Brother Bear,GBA,2003,Action,THQ,0.28,0.1,0,0.01,0.39,0.39,Original Data,Original Data
4915,4890,Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0,0.01,0.39,0.39,Original Data,Original Data
3344,3418,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6,0.59,Original Data,Original Data
5016,4892,ESPN Extreme Games,PS,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38,0.39,Original Data,Original Data
4954,4893,Fatal Fury,SNES,1992,Fighting,Takara,0,0,0.39,0,0.39,0.39,Original Data,Original Data
14101,14182,FabStyle,3DS,2011,Strategy,Tecmo Koei,0,0,0.03,0,0.03,0.03,Original Data,Original Data
4904,4895,Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,0,0,0.39,0,0.39,0.39,Original Data,Original Data
4956,4896,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0,0,0.39,0,0.39,0.39,Original Data,Original Data
4999,4897,Get Fit with Mel B,PS3,2010,Sports,Black Bean Games,0.15,0.17,0,0.07,0.38,0.39,Original Data,Original Data
5033,4898,Grandia Xtreme,PS2,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,0.39,Original Data,Original Data
4975,4899,Harry Potter: Quidditch World Cup,GBA,2003,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,0.39,Original Data,Original Data
4875,4900,Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4,0.39,Original Data,Original Data
4966,4901,Hooked! Again: Real Motion Fishing,Wii,2009,Sports,505 Games,0.36,0,0,0.03,0.39,0.39,Original Data,Original Data
4951,4902,Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.34,0.02,0,0.03,0.39,0.39,Original Data,Original Data
3478,3461,Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,Action,Capcom,0.25,0,0.31,0.02,0.58,0.58,Original Data,Original Data
4880,4904,Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.15,0,0.07,0.39,0.39,Original Data,Original Data
4945,4905,Just Dance 4,WiiU,2012,Misc,Ubisoft,0.22,0.14,0,0.03,0.39,0.39,Original Data,Original Data
4941,4906,Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,0.39,Original Data,Original Data
2631,2649,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01,0.78,0.78,Original Data,Original Data
15395,14874,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,0.02,Original Data,Original Data
4931,4909,Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,0.39,Original Data,Original Data
5014,4910,Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,Electronic Arts,0.3,0.08,0,0.01,0.38,0.39,Original Data,Original Data
4948,4911,Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.04,0.39,0.39,Original Data,Original Data
4838,4912,MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0,0.05,0.4,0.39,Original Data,Original Data
4897,4913,Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,0,0,0.39,0,0.39,0.39,Original Data,Original Data
4831,4914,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,0.32,0.07,0,0,0.4,0.39,Original Data,Original Data
4950,4915,MotoGP 08,PS3,2008,Racing,Capcom,0.07,0.24,0,0.08,0.39,0.39,Original Data,Original Data
4923,4916,Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.19,0.17,0,0.03,0.39,0.39,Original Data,Original Data
5001,4917,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,0.39,Original Data,Original Data
4899,4918,Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03,0.39,0.39,Original Data,Original Data
4797,4919,NBA 2K10,PS2,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.05,0.4,0.39,Original Data,Original Data
4888,4920,NBA 2K10,Wii,2009,Sports,Take-Two Interactive,0.36,0,0,0.03,0.39,0.39,Original Data,Original Data
4900,4921,NBA Live 09,PS2,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,0.39,Original Data,Original Data
4887,4922,NHL 99,N64,1998,Sports,Electronic Arts,0.38,0.01,0,0,0.39,0.39,Original Data,Original Data
15282,15039,Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0,0,0,0.02,0.02,Original Data,Original Data
4874,4924,Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,0.17,0.19,0,0.03,0.4,0.39,Original Data,Original Data
4828,4925,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.32,0.07,0,0,0.4,0.39,Original Data,Original Data
4986,4926,San Francisco Rush: Extreme Racing,PS,1997,Racing,GT Interactive,0.21,0.15,0,0.03,0.38,0.39,Original Data,Original Data
3411,3475,Spelling Challenges and more!,DS,2007,Misc,505 Games,0.54,0,0,0.04,0.59,0.58,Original Data,Original Data
4943,4928,Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.37,0,0,0.02,0.39,0.39,Original Data,Original Data
4984,4929,Shin Megami Tensei: Nocturne,PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,0.39,Original Data,Original Data
4843,4930,SpongeBob's Truth or Square,Wii,2009,Action,THQ,0.38,0.01,0,0,0.4,0.39,Original Data - Standardized Title,Original Data
4962,4931,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0,0,0.39,0,0.39,0.39,Original Data,Original Data
4946,4932,Super Fire ProWrestling,SNES,1991,Fighting,Human Entertainment,0,0,0.39,0,0.39,0.39,Original Data,Original Data
4878,4933,Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0,0.05,0.4,0.39,Original Data,Original Data
4927,4934,Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0,0,0.39,0,0.39,0.39,Original Data,Original Data
5026,4935,Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38,0.39,Original Data,Original Data
3550,3502,Bratz 4 Real,DS,2007,Adventure,THQ,0.29,0.22,0,0.06,0.57,0.57,Original Data,Original Data
4908,4937,The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0,0.03,0.39,0.39,Original Data,Original Data
4957,4938,The Dog Island,Wii,2007,Adventure,Ubisoft,0.35,0.01,0,0.03,0.39,0.39,Original Data,Original Data
4959,4939,The Sims 2,GBA,2005,Simulation,Electronic Arts,0.28,0.1,0,0.01,0.39,0.39,Original Data,Original Data
4970,4940,Tokimeki Memorial 2,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.36,0.03,0.39,0.39,Original Data,Original Data
4972,4941,Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39,0.39,Original Data,Original Data
4829,4942,Top Gear Rally,N64,1997,Racing,Kemco,0.32,0.07,0,0,0.4,0.39,Original Data,Original Data
4981,4943,Triple Play 97,PS,1996,Sports,Electronic Arts Victor,0.21,0.15,0,0.03,0.38,0.39,Original Data,Original Data
5003,4944,Turok: Evolution,GC,2002,Shooter,Acclaim Entertainment,0.3,0.08,0,0.01,0.38,0.39,Original Data,Original Data
4882,4945,Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0,0.02,0.39,0.39,Original Data,Original Data
4890,4946,Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.18,0,0.07,0.39,0.39,Original Data,Original Data
4982,4947,Virtua Tennis 2009,PS3,2009,Sports,Sega,0.09,0.23,0,0.07,0.38,0.39,Original Data,Original Data
4921,4948,Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,0.14,0.19,0,0.06,0.39,0.39,Original Data,Original Data
4963,4949,Auto Modellista,PS2,2002,Racing,Capcom,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
4942,4950,Blood Omen 2,PS2,2002,Action,Eidos Interactive,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
5021,4951,Bratz: Rock Angelz,PS2,2005,Misc,THQ,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4947,4952,Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
4952,4953,Chessmaster,PS2,2003,Misc,Ubisoft,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
5037,4954,Dora The Explorer: Dora Saves the Snow Princess,PS2,2008,Platform,Take-Two Interactive,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4925,4955,EA Sports Active 2,X360,2010,Sports,Electronic Arts,0.18,0.17,0,0.04,0.39,0.39,Original Data,Original Data
4978,4956,Evil Dead: Fistfull of Boomstick,PS2,2003,Action,THQ,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4881,4957,Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
5022,4958,FlatOut,PS2,2004,Racing,Empire Interactive,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4867,4959,Harvest Moon: Save the Homeland,PS2,2001,Simulation,Unknown,0.19,0.15,0,0.05,0.4,0.39,Original Data - Year Corrected,MobyGames
5009,4960,Headhunter,PS2,2002,Action,Sega,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4865,4961,I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0,0.05,0.4,0.39,Original Data,Original Data
4960,4962,Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
3564,3508,Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56,0.57,Original Data,Original Data
3578,3515,Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56,0.57,Original Data,Original Data
4939,4965,Jampack Winter 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
4916,4966,Just Dance 2014,PS4,2013,Misc,Ubisoft,0.18,0.16,0,0.05,0.39,0.39,Original Data,Original Data
4968,4967,Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
4912,4968,LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39,0.39,Original Data,Original Data
4991,4969,Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4961,4970,MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.04,0.39,0.39,Original Data,Original Data
5025,4971,NCAA Football 11,PS2,2010,Sports,Electronic Arts,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
3625,3597,Purr Pals,DS,2007,Simulation,THQ,0.18,0.36,0,0.02,0.56,0.56,Original Data,Original Data
5002,4973,NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
5029,4974,Risk: Global Domination,PS2,2003,Strategy,Atari,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4879,4975,Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
4860,4976,Silent Hill: Homecoming,PS3,2008,Action,Konami Digital Entertainment,0.18,0.15,0,0.06,0.4,0.39,Original Data - Year Corrected,MobyGames
5034,4977,Silent Scope,PS2,2000,Shooter,Konami Digital Entertainment,0.19,0.15,0,0.05,0.38,0.39,Original Data,Original Data
4944,4978,Skylanders Giants,WiiU,2012,Action,Activision,0.23,0.12,0,0.04,0.39,0.39,Original Data,Original Data
4886,4979,Skylanders: SuperChargers,PS3,2015,Action,Activision,0.15,0.18,0,0.06,0.39,0.39,Original Data,Original Data
3807,3818,Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0,0,0.04,0.53,0.52,Original Data,Original Data
4839,4981,Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0,0.04,0.4,0.39,Original Data,Original Data
4967,4982,Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,0.19,0.15,0,0.05,0.39,0.39,Original Data,Original Data
5040,4983,Cabela's Big Game Hunter 2012,Wii,2011,Sports,Activision,0.34,0.02,0,0.02,0.38,0.38,Original Data,Original Data
5098,4984,Life is Strange,PS4,2016,Adventure,Square Enix,0.14,0.15,0.03,0.06,0.37,0.38,Original Data,Original Data
2845,2822,Kangaroo,2600,1982,Platform,Atari,0.67,0.04,0,0.01,0.72,0.72,Original Data,Original Data
5089,4986,Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.19,0,0.07,0.37,0.38,Original Data,Original Data
4995,4987,Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.17,0.18,0,0.03,0.38,0.38,Original Data,Original Data
4935,4988,BattleTanx: Global Assault,N64,1999,Action,3DO,0.31,0.07,0,0,0.39,0.38,Original Data,Original Data
5050,4989,Dai-4-Ji Super Robot Taisen,SNES,1995,Strategy,Banpresto,0,0,0.38,0,0.38,0.38,Original Data,Original Data
4974,4990,Dance Party: Pop Hits,Wii,2009,Misc,Nordic Games,0,0.36,0,0.02,0.39,0.38,Original Data,Original Data
5043,4991,DiRT 2,Wii,2009,Racing,Codemasters,0.11,0.23,0,0.04,0.38,0.38,Original Data,Original Data
4996,4992,Disney Sing It,PS3,2008,Misc,Disney Interactive Studios,0.27,0.07,0,0.04,0.38,0.38,Original Data,Original Data
4987,4993,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.05,0.38,0.38,Original Data,Original Data
5041,4994,EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.15,0.01,0.06,0.38,0.38,Original Data,Original Data
4990,4995,ESPN College Hoops 2K5,XB,2004,Sports,Sega,0.29,0.08,0,0.01,0.38,0.38,Original Data,Original Data
15882,15311,PachiPara 3D,3DS,2011,Misc,Irem Software Engineering,0,0,0.02,0,0.02,0.02,Original Data,Original Data
4934,4997,Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,0.31,0.07,0,0,0.39,0.38,Original Data,Original Data
4955,4998,Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0,0.03,0.39,0.38,Original Data,Original Data
5035,4999,Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0,0,0.38,0,0.38,0.38,Original Data,Original Data
5017,5000,Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios,0.15,0.2,0,0.03,0.38,0.38,Original Data,Original Data
4993,5001,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38,0.38,Original Data,Original Data
4998,5002,God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0,0.01,0.37,0,0.38,0.38,Original Data,Original Data
5081,5003,Harry Potter and the Prisoner of Azkaban,GC,2004,Action,Electronic Arts,0.29,0.08,0,0.01,0.38,0.38,Original Data,Original Data
3871,3849,Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.48,0,0,0.04,0.52,0.52,Original Data,Original Data
5007,5005,Ice Age,GBA,2002,Action,Ubisoft,0.27,0.1,0,0.01,0.38,0.38,Original Data,Original Data
3939,3917,Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0,0.04,0.51,0.51,Original Data,Original Data
5060,5007,Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0,0.06,0.38,0.38,Original Data,Original Data
5027,5008,Lilo & Stitch 2: Hämsterviel Havoc,GBA,2004,Action,Disney Interactive Studios,0.27,0.1,0,0.01,0.38,0.38,Original Data,Original Data
5061,5009,Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0,0.26,0.38,0.38,Original Data,Original Data
5116,5010,Madden NFL 11,PSP,2010,Sports,Electronic Arts,0.35,0,0,0.03,0.37,0.38,Original Data,Original Data
5039,5011,Mercenaries 2: World in Flames,PS2,2008,Shooter,Electronic Arts,0.21,0,0,0.17,0.38,0.38,Original Data,Original Data
14750,15354,Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0,0,0,0.03,0.02,Original Data,Original Data
5105,5013,Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.17,0.17,0,0.04,0.37,0.38,Original Data,Original Data
4930,5014,MLB 15: The Show,PS3,2015,Sports,Sony Computer Entertainment,0.3,0.01,0,0.07,0.39,0.38,Original Data,Original Data
